name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"London,UK",2024-08-22T20:00:00,20,20,5.6,38.77,0,16.1,,0,0,21.6,11.4,180.9,1017.7,100,24.1,191.3,0.7,2,10,Overcast,cloudy,
"London,UK",2024-08-22T21:00:00,19.3,19.3,6.2,42.29,0,16.1,,0,0,24.1,10.2,172.1,1017.3,100,24.1,95.7,0.3,0,10,Overcast,cloudy,
"London,UK",2024-08-22T22:00:00,18.6,18.6,6.8,46.14,0,16.1,,0,0,26.6,9,163.4,1017,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-22T23:00:00,18.2,18.2,7.2,48.42,0,16.1,,0,0,30.4,9.7,159.2,1016.3,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T00:00:00,17.9,17.9,7.6,50.82,0,16.1,,0,0,34.1,10.4,155.1,1015.7,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T01:00:00,17.6,17.6,8,53.33,0,16.1,,0,0,37.8,11.2,150.9,1015,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T02:00:00,17.7,17.7,8.3,54.33,0,0,,0,0,38.2,11.6,155.5,1014.3,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T03:00:00,17.8,17.8,8.7,55.34,0,0,,0,0,38.5,12.1,160,1013.7,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T04:00:00,17.9,17.9,9.1,56.37,0,0,,0,0,38.9,12.6,164.6,1013,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T05:00:00,17.6,17.6,9.6,59.3,0,0,,0,0,38.4,12.7,168.8,1012.7,68.3,24.1,3,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-23T06:00:00,17.4,17.4,10.1,62.37,0,0,,0,0,37.9,12.8,173.1,1012.3,36.7,24.1,6,0,0,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T07:00:00,17.2,17.2,10.7,65.59,0,0,,0,0,37.4,13,177.3,1012,5,24.1,9,0,0,10,Clear,clear-day,
"London,UK",2024-08-23T08:00:00,18.5,18.5,10.4,59.25,0,6.5,,0,0,34,13.9,188.8,1011.7,8,24.1,111,0.4,1,10,Clear,clear-day,
"London,UK",2024-08-23T09:00:00,19.9,19.9,10.2,53.57,0,6.5,,0,0,30.5,14.9,200.4,1011.3,11,24.1,213,0.7,2,10,Clear,clear-day,
"London,UK",2024-08-23T10:00:00,21.3,21.3,10,48.48,0,6.5,,0,0,27,15.8,211.9,1011,14,24.1,315,1.1,3,10,Clear,clear-day,
"London,UK",2024-08-23T11:00:00,22.4,22.4,9,42.3,0,6.5,,0,0,28,17.4,213.2,1010.3,11,24.1,440.3,1.6,4,10,Clear,clear-day,
"London,UK",2024-08-23T12:00:00,23.5,23.5,8,36.91,0,6.5,,0,0,28.9,19,214.5,1009.7,8,24.1,565.7,2,6,10,Clear,clear-day,
"London,UK",2024-08-23T13:00:00,24.7,24.7,7,32.21,0,6.5,,0,0,29.9,20.5,215.8,1009,5,24.1,691,2.5,7,10,Clear,clear-day,
"London,UK",2024-08-23T14:00:00,24.4,24.4,8.9,37.32,0,3.2,,0,0,31.4,21.6,216.1,1009,10.1,24.1,675.3,2.4,7,10,Clear,clear-day,
"London,UK",2024-08-23T15:00:00,24.1,24.1,10.8,43.17,0,3.2,,0,0,33,22.7,216.3,1009,15.2,24.1,659.7,2.4,7,10,Clear,clear-day,
"London,UK",2024-08-23T16:00:00,23.9,23.9,12.8,49.83,0,3.2,,0,0,34.6,23.8,216.6,1009,20.3,24.1,644,2.3,6,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T17:00:00,23.1,23.1,13,52.89,0,3.2,,0,0,36.1,22.2,214.7,1008.7,34.5,24.1,539.3,1.9,5,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T18:00:00,22.4,22.4,13.2,56.14,0,3.2,,0,0,37.7,20.6,212.9,1008.3,48.8,24.1,434.7,1.6,4,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T19:00:00,21.7,21.7,13.5,59.61,0,3.2,,0,0,39.2,19.1,211,1008,63,24.1,330,1.2,3,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T20:00:00,20.5,20.5,13.8,65.16,0,6.5,,0,0,39.5,18.1,212.5,1008.3,75.3,24.1,220,0.8,2,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T21:00:00,19.4,19.4,14.1,71.28,0,6.5,,0,0,39.7,17.2,214,1008.7,87.7,24.1,110,0.4,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-23T22:00:00,18.3,18.3,14.4,78,0,6.5,,0,0,40,16.2,215.5,1009,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T23:00:00,17.9,17.9,14.2,78.97,0,6.5,,0,0,40.8,15.7,211.6,1008.7,91.5,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T00:00:00,17.6,17.6,14.1,79.95,0,6.5,,0,0,41.6,15.2,207.7,1008.3,83,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-24T01:00:00,17.3,17.3,14,80.95,0,6.5,,0,0,42.5,14.8,203.8,1008,74.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-24T02:00:00,17,17,13.9,81.98,0,3.2,,0,0,41.6,14.6,203.9,1007.7,83,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-24T03:00:00,16.8,16.8,13.9,83.02,0,3.2,,0,0,40.8,14.5,204,1007.3,91.5,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T04:00:00,16.6,16.6,13.9,84.08,0,3.2,,0,0,40,14.4,204.1,1007,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T05:00:00,16.7,16.7,14.1,84.46,0,3.2,,0,0,40.4,14.9,202.2,1007.3,100,23.7,1.3,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T06:00:00,16.9,16.9,14.3,84.84,0,3.2,,0,0,40.9,15.4,200.2,1007.7,100,23.4,2.7,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T07:00:00,17.1,17.1,14.6,85.23,0.2,3.2,rain,0,0,41.4,15.8,198.3,1008,100,23,4,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T08:00:00,16.9,16.9,14.9,87.63,0,3.2,,0,0,35.8,14.5,214,1008,100,22.9,8,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T09:00:00,16.9,16.9,15.2,90.1,0,3.2,,0,0,30.1,13.2,229.7,1008,100,22.8,12,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-24T10:00:00,16.8,16.8,15.6,92.63,1.4,3.2,rain,0,0,24.5,11.9,245.4,1008,100,22.7,16,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-24T11:00:00,17.4,17.4,14.2,81.33,0,3.2,,0,0,25.1,12,243.5,1008.3,100,23.2,76.7,0.3,1,10,Overcast,cloudy,
"London,UK",2024-08-24T12:00:00,18.2,18.2,12.9,71.36,0,3.2,,0,0,25.7,12.1,241.6,1008.7,100,23.6,137.3,0.5,1,10,Overcast,cloudy,
"London,UK",2024-08-24T13:00:00,18.9,18.9,11.6,62.56,0.1,3.2,rain,0,0,26.3,12.2,239.7,1009,100,24.1,198,0.7,2,10,Overcast,cloudy,
"London,UK",2024-08-24T14:00:00,20.1,20.1,10.2,52.92,0,6.5,,0,0,24.8,13.1,235,1008.7,100,24.1,303.7,1.1,3,10,Overcast,cloudy,
"London,UK",2024-08-24T15:00:00,21.3,21.3,8.8,44.74,0,6.5,,0,0,23.4,13.9,230.4,1008.3,100,24.1,409.3,1.5,4,10,Overcast,cloudy,
"London,UK",2024-08-24T16:00:00,22.6,22.6,7.5,37.82,0,6.5,,0,0,22,14.8,225.7,1008,100,24.1,515,1.9,5,10,Overcast,cloudy,
"London,UK",2024-08-24T17:00:00,21.7,21.7,7.8,40.79,0,6.5,,0,0,20.8,14,221.8,1008,100,24.1,404,1.5,4,10,Overcast,cloudy,
"London,UK",2024-08-24T18:00:00,20.8,20.8,8.1,44,0,6.5,,0,0,19.6,13.3,217.9,1008,100,24.1,293,1.1,3,10,Overcast,cloudy,
"London,UK",2024-08-24T19:00:00,20,20,8.5,47.48,0,6.5,,0,0,18.4,12.6,214,1008,100,24.1,182,0.7,2,10,Overcast,cloudy,
"London,UK",2024-08-24T20:00:00,19.1,19.1,8.8,51.47,0,9.7,,0,0,19.7,12.6,217.5,1008.3,100,24.1,121.3,0.5,1,10,Overcast,cloudy,
"London,UK",2024-08-24T21:00:00,18.2,18.2,9.2,55.82,0,9.7,,0,0,21,12.6,221,1008.7,100,24.1,60.7,0.2,0,10,Overcast,cloudy,
"London,UK",2024-08-24T22:00:00,17.3,17.3,9.6,60.55,0,9.7,,0,0,22.3,12.6,224.5,1009,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T23:00:00,16.9,16.9,9.9,63.66,0,9.7,,0,0,21.4,12,213,1008.7,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-25T00:00:00,16.5,16.5,10.4,66.92,0,9.7,,0,0,20.4,11.4,201.4,1008.3,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-25T01:00:00,16.2,16.2,10.8,70.35,0,9.7,,0,0,19.4,10.8,189.9,1008,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-25T02:00:00,15.8,15.8,11.1,73.63,0,3.2,,0,0,22.9,11.4,191.5,1007.7,71.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T03:00:00,15.4,15.4,11.4,77.06,0,3.2,,0,0,26.4,12,193.2,1007.3,43.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T04:00:00,15.1,15.1,11.8,80.66,0.2,3.2,rain,0,0,29.9,12.6,194.8,1007,14.8,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-25T05:00:00,15,15,11.5,79.76,0,3.2,,0,0,29.9,11.9,187,1007,31.8,24.1,3,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T06:00:00,14.9,14.9,11.3,78.88,0,3.2,,0,0,29.9,11.2,179.2,1007,48.8,24.1,6,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T07:00:00,14.9,14.9,11.1,78,0,3.2,,0,0,29.9,10.4,171.4,1007,65.8,24.1,9,0,0,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-25T08:00:00,15.7,15.7,10.8,72.8,0,6.5,,0,0,27.1,12.1,201.7,1007.3,58.8,24.1,101,0.3,1,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-25T09:00:00,16.4,16.4,10.5,67.96,0,6.5,,0,0,24.4,13.8,232.1,1007.7,51.7,24.1,193,0.7,2,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-25T10:00:00,17.3,17.3,10.3,63.46,0.1,6.5,rain,0,0,21.6,15.5,262.4,1008,44.7,24.1,285,1,3,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-25T11:00:00,18.4,18.4,9.3,55.26,0,6.5,,0,0,21.6,15.5,254.4,1008,62,24.1,401,1.4,4,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-25T12:00:00,19.5,19.5,8.3,48.12,0,6.5,,0,0,21.6,15.5,246.4,1008,79.4,24.1,517,1.9,5,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-25T13:00:00,20.7,20.7,7.3,41.91,0,6.5,,0,0,21.6,15.5,238.4,1008,96.7,24.1,633,2.3,6,10,Overcast,cloudy,
"London,UK",2024-08-25T14:00:00,20.5,20.5,6.8,41.1,0,16.1,,0,0,21.4,14.9,236.6,1008.3,97.8,24.1,495.3,1.8,5,10,Overcast,cloudy,
"London,UK",2024-08-25T15:00:00,20.3,20.3,6.4,40.31,0,16.1,,0,0,21.1,14.3,234.9,1008.7,98.9,24.1,357.7,1.3,4,10,Overcast,cloudy,
"London,UK",2024-08-25T16:00:00,20.2,20.2,6,39.53,0,16.1,,0,0,20.9,13.7,233.1,1009,100,24.1,220,0.8,2,10,Overcast,cloudy,
"London,UK",2024-08-25T17:00:00,19.5,19.5,6.7,43.52,0,16.1,,0,0,21.7,13.9,235.2,1009.3,98.4,23.4,170,0.6,2,10,Overcast,cloudy,
"London,UK",2024-08-25T18:00:00,18.8,18.8,7.5,47.91,0,16.1,,0,0,22.6,14.2,237.3,1009.7,96.8,22.7,120,0.5,1,10,Overcast,cloudy,
"London,UK",2024-08-25T19:00:00,18.1,18.1,8.3,52.74,0.2,16.1,rain,0,0,23.4,14.4,239.4,1010,95.2,22,70,0.3,1,10,Overcast,cloudy,
"London,UK",2024-08-25T20:00:00,17.2,17.2,9.1,58.93,0,19.4,,0,0,21.4,12.5,262.4,1010.7,65.1,22.7,46.7,0.2,0,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-25T21:00:00,16.3,16.3,9.9,65.84,0,19.4,,0,0,19.3,10.6,285.4,1011.3,35.1,23.4,23.3,0.1,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T22:00:00,15.5,15.5,10.8,73.57,0.4,19.4,rain,0,0,17.3,8.6,308.4,1012,5,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-25T23:00:00,15,15,10.3,73.81,0,19.4,,0,0,14.6,7.3,301.8,1012.7,3.3,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-26T00:00:00,14.5,14.5,9.9,74.05,0,19.4,,0,0,12,6,295.1,1013.3,1.7,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-26T01:00:00,14,14,9.5,74.3,0,19.4,,0,0,9.4,4.7,288.5,1014,0,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-26T02:00:00,13.6,13.6,9.6,76.6,0,12.9,,0,0,9.8,5.2,274.1,1014.3,0,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-26T03:00:00,13.2,13.2,9.7,78.98,0,12.9,,0,0,10.3,5.6,259.7,1014.7,0,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-26T04:00:00,12.9,12.9,9.8,81.44,0,12.9,,0,0,10.8,6.1,245.3,1015,0,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-26T05:00:00,12.6,12.6,8.7,77.13,0,12.9,,0,0,12,6.8,246.9,1015.7,1.5,24.1,3,0,0,10,Clear,clear-night,
"London,UK",2024-08-26T06:00:00,12.3,12.3,7.6,73,0,12.9,,0,0,13.2,7.6,248.6,1016.3,3,24.1,6,0,0,10,Clear,clear-night,
"London,UK",2024-08-26T07:00:00,12,12,6.5,69.05,0,12.9,,0,0,14.4,8.3,250.2,1017,4.5,24.1,9,0,0,10,Clear,clear-day,
"London,UK",2024-08-26T08:00:00,13.4,13.4,6.6,63.58,0,12.9,,0,0,14.9,8.9,246.9,1017.3,4.7,24.1,112.7,0.5,1,10,Clear,clear-day,
"London,UK",2024-08-26T09:00:00,14.8,14.8,6.7,58.6,0,12.9,,0,0,15.4,9.5,243.5,1017.7,4.8,24.1,216.3,0.9,2,10,Clear,clear-day,
"London,UK",2024-08-26T10:00:00,16.2,16.2,6.9,54.06,0,12.9,,0,0,15.8,10.1,240.2,1018,5,24.1,320,1.2,3,10,Clear,clear-day,
"London,UK",2024-08-26T11:00:00,17.5,17.5,5.9,46.58,0,12.9,,0,0,16.9,11.3,239.2,1017.7,5,24.1,442.3,1.6,4,10,Clear,clear-day,
"London,UK",2024-08-26T12:00:00,18.8,18.8,5,40.16,0,12.9,,0,0,18,12.5,238.3,1017.3,5,24.1,564.7,2.1,6,10,Clear,clear-day,
"London,UK",2024-08-26T13:00:00,20.2,20.2,4.1,34.63,0,12.9,,0,0,19.1,13.7,237.3,1017,5,24.1,687,2.5,7,10,Clear,clear-day,
"London,UK",2024-08-26T14:00:00,20.7,20.7,4.6,34.77,0,12.9,,0,0,19.6,14.5,232.5,1016.7,36.7,24.1,686,2.5,7,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-26T15:00:00,21.2,21.2,5.1,34.92,0,12.9,,0,0,20,15.4,227.8,1016.3,68.3,24.1,685,2.5,7,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-26T16:00:00,21.7,21.7,5.6,35.06,0,12.9,,0,0,20.5,16.2,223,1016,100,24.1,684,2.5,7,10,Overcast,cloudy,
"London,UK",2024-08-26T17:00:00,20.7,20.7,6.4,39.51,0,12.9,,0,0,21.4,16.6,220.7,1016,67.7,24.1,550.7,2,6,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-26T18:00:00,19.8,19.8,7.4,44.52,0,12.9,,0,0,22.2,16.9,218.5,1016,35.3,24.1,417.3,1.5,4,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-26T19:00:00,18.9,18.9,8.3,50.16,0,12.9,,0,0,23,17.3,216.2,1016,3,24.1,284,1,3,10,Clear,clear-day,
"London,UK",2024-08-26T20:00:00,17.9,17.9,8.6,54.4,0,19.4,,0,0,26.4,16.2,210.3,1016,18.5,24.1,189.3,0.7,0,10,Clear,clear-night,
"London,UK",2024-08-26T21:00:00,17,17,8.9,59.01,0,19.4,,0,0,29.8,15.1,204.3,1016,34,24.1,94.7,0.3,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-26T22:00:00,16.1,16.1,9.3,64.04,0,19.4,,0,0,33.1,14,198.4,1016,49.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-26T23:00:00,16.2,16.2,9.6,64.94,0,19.4,,0,0,34.9,14.4,196.2,1015.7,66.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-27T00:00:00,16.3,16.3,9.9,65.84,0,19.4,,0,0,36.7,14.8,193.9,1015.3,83.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-27T01:00:00,16.5,16.5,10.3,66.76,0,19.4,,0,0,38.5,15.1,191.7,1015,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T02:00:00,16.5,16.5,10.3,66.48,0,9.7,,0,0,37,14,185.6,1014.3,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T03:00:00,16.6,16.6,10.3,66.2,0,9.7,,0,0,35.4,13,179.5,1013.7,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T04:00:00,16.7,16.7,10.3,65.92,0,9.7,,0,0,33.8,11.9,173.4,1013,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T05:00:00,16.7,16.7,10.8,68.15,0,9.7,,0,0,33.5,12.5,175.5,1012.7,100,24.1,0.7,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T06:00:00,16.7,16.7,11.3,70.45,0,9.7,,0,0,33.1,13.1,177.6,1012.3,100,24.1,1.3,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T07:00:00,16.7,16.7,11.8,72.82,0,9.7,,0,0,32.8,13.7,179.7,1012,100,24.1,2,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T08:00:00,16.7,16.7,12.8,77.77,0,6.5,,0,0,33.7,14.3,179.6,1011.7,100,21.1,10,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T09:00:00,16.7,16.7,13.8,83.01,0,6.5,,0,0,34.7,14.9,179.5,1011.3,100,18,18,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-27T10:00:00,16.8,16.8,14.9,88.56,0.2,6.5,rain,0,0,35.6,15.5,179.4,1011,100,15,26,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-27T11:00:00,16.8,16.8,15.1,90.09,0,6.5,,0,0,35.2,15.5,179.4,1010.7,100,17.9,29.7,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-27T12:00:00,16.8,16.8,15.4,91.65,0,6.5,,0,0,34.7,15.5,179.5,1010.3,100,20.8,33.3,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-27T13:00:00,16.8,16.8,15.7,93.23,3.4,6.5,rain,0,0,34.2,15.5,179.5,1010,100,23.7,37,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-27T14:00:00,17.1,17.1,16.1,93.84,0,9.7,,0,0,34.2,15.1,181.3,1009.7,100,18.4,75.7,0.3,1,10,Overcast,cloudy,
"London,UK",2024-08-27T15:00:00,17.4,17.4,16.5,94.45,0,9.7,,0,0,34.2,14.8,183.1,1009.3,100,13.2,114.3,0.4,1,10,Overcast,cloudy,
"London,UK",2024-08-27T16:00:00,17.7,17.7,16.9,95.07,2.1,9.7,rain,0,0,34.2,14.4,184.9,1009,100,7.9,153,0.6,2,10,Overcast,cloudy,
"London,UK",2024-08-27T17:00:00,17.6,17.6,16.7,94.46,0,9.7,,0,0,31.4,13.4,191.7,1009,100,7.1,110,0.4,1,10,Overcast,cloudy,
"London,UK",2024-08-27T18:00:00,17.5,17.5,16.4,93.86,0,9.7,,0,0,28.7,12.5,198.6,1009,100,6.3,67,0.3,1,10,Overcast,cloudy,
"London,UK",2024-08-27T19:00:00,17.4,17.4,16.3,93.26,5,9.7,rain,0,0,25.9,11.5,205.4,1009,100,5.5,24,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-27T20:00:00,16.9,16.9,15.8,93.43,0,9.7,,0,0,26,11.3,212.2,1009.3,100,11.7,16,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-27T21:00:00,16.4,16.4,15.4,93.61,0,9.7,,0,0,26.2,11,219.1,1009.7,100,17.9,8,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T22:00:00,16,16,15,93.79,1.2,9.7,rain,0,0,26.3,10.8,225.9,1010,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-27T23:00:00,15.6,15.6,14.6,93.77,0,9.7,,0,0,24,9.4,235,1010,67.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
